9	65670	92772	108934	126925	135699	131505	134391	149470	176638	189401	190091	197339	205314	215118	228810	241874	261452	281788	300818	324243	350555	374720	407067	441275	474199	510315	532851	568136	602710	630116	657792	669892	690063	722885	771725	808147	823222	864956	904213	928838	972632	1027316	1093118	1138514	1182330	1229651	1285637	1334589	1351155	1379705	1414805	1453871	1502632	1518998	1531565	1532454	1542473	1558138	1575662	1591485	1584925	1620299	1663802	1709225	1745225	1751019	1769200	1789992	1806514	1810600	1788854	1792824	1757940	1854777	1868073	
B	29010627	23894281	24049451	23814901	23709621	23731036	23380613	22973429	22392775	21852571	21528673	21565489	21696760	21482348	21092333	20821788	20713772	20571614	20412555	20164188	19794845	19360004	18718405	18126390	17552006	16997463	16532407	15861185	15456525	15193467	14814520	14600007	14222403	13794874	13362084	12936737	12730787	12351777	12002359	11695008	11239711	10690799	9998234	9431712	8939972	8459980	8016449	7625324	7350181	7094808	6824968	6488106	6116484	5816683	5649200	5587263	5455363	5279656	5033108	4776786	4543083	4223228	3888333	3580679	3305358	3137383	2934078	2685142	2456148	2296667	2167861	2035503	1999838	1470177	1608116	
+	9562	10479	11749	12392	12340	11798	11489	12438	14238	14418	13724	14150	14671	15318	16065	16647	18032	19218	19784	21061	22313	24107	25683	27757	30004	31630	34002	35588	37442	38873	40549	41461	40808	41721	44290	46331	48517	54484	57182	57311	60201	62847	64499	68092	71107	72604	77055	80089	80274	81950	82937	85528	88688	91373	91311	92336	94855	99124	104823	109757	113918	117913	119956	124151	128949	129148	132201	137986	141784	140534	136298	124000	108992	87917	37126	
8	27759	50840	57417	65860	72150	79462	82261	82486	91686	95896	99761	106848	108002	111064	119653	125064	132688	140341	145725	156089	169751	186548	197145	213987	227290	238433	253036	265888	274758	281768	291714	305799	313427	322782	343307	359701	374972	397448	416867	427855	449257	472968	509132	545295	565297	590684	615691	644369	663743	677141	693252	719854	752517	774185	780040	771778	773771	774545	792065	806508	813812	840102	875621	908674	937669	952261	971037	1005301	1029290	1040407	1040320	1051850	1029388	1109856	1091339	
?	459122	812636	893487	1068633	1210108	1259969	1317347	1426669	1599571	1701009	1761871	1765772	1752975	1827800	1894332	1950010	2000115	2044558	2092148	2176483	2307694	2423693	2608340	2746156	2857869	2980851	3088202	3220004	3301479	3356324	3422002	3469704	3507510	3551419	3577412	3640361	3661826	3674138	3703171	3725187	3775998	3845475	3946823	4035224	4079996	4113336	4118917	4085717	4088357	4061849	4038710	4002881	3953826	3936097	3886560	3832726	3766688	3690531	3607915	3556630	3527888	3459391	3394800	3310757	3229842	3173351	3077830	2951122	2835129	2735295	2671357	2563576	2507455	2013639	1534394	
4	18288	29549	35083	40859	44594	51097	54455	54160	60282	60908	62484	66983	69951	71573	72085	77040	85045	92169	98004	106142	118204	125451	136235	149594	160493	171096	178259	188556	194827	197129	207504	214433	217612	224316	239737	254141	263104	283683	301541	310238	328475	353726	386671	417226	438619	459387	490123	513038	524661	539981	554216	580009	616532	639655	641959	630094	631591	638800	652153	670664	684223	720672	762740	811232	850606	866513	894711	942541	987085	1009907	1021525	1020743	986720	1009716	915582	
)	7484	11128	13231	14251	12868	11963	11564	13712	16954	16147	14203	14531	15758	16243	17435	18017	19817	21057	19719	20724	22094	23273	24076	25220	26713	29204	31219	32257	32344	32761	33426	33971	34562	35315	36726	37606	39242	43098	46684	45323	45816	46455	45501	47012	48046	48629	50438	51044	51972	52119	52171	54133	54157	56721	58935	58764	59975	61961	65257	67609	71021	71976	71023	70667	71422	72602	73177	75801	76440	75169	71794	63782	54584	38385	13686	
&	657	1313	1536	1741	1678	2058	2113	2502	3353	3032	2728	2953	3459	3724	3964	4199	4990	5355	4999	5900	6834	7502	7867	8646	9924	11045	12552	13209	13481	13879	14424	14869	14515	14816	16161	16828	17698	19757	21624	21234	21969	22727	23596	24465	26374	26360	28182	29453	29145	29380	30025	30758	31381	33114	33399	33007	34774	37205	39235	41868	44124	45540	45366	45707	46946	46467	47081	48599	49302	47828	44390	37556	29611	16093	3314	
'	3599	7283	7987	8752	8675	9677	10173	11094	12628	12300	12386	12826	13194	14381	14710	15353	16992	18516	19568	21287	23176	24569	26209	28487	31132	34089	36472	38756	41107	41983	43495	43649	43435	44449	46711	49255	51219	57327	59957	58602	61580	63488	64860	66605	69324	69596	73082	76053	75248	75587	76859	78398	80323	82381	83275	84076	86653	90363	94672	99020	102386	104774	104021	104141	106699	105232	105857	107838	109433	107898	100849	88576	73364	50730	17911	
(	12808	13488	15369	16132	15290	15477	15356	17293	20711	19692	18641	19037	19960	20837	21467	22362	24282	26181	25910	27878	30462	31543	33363	35562	38433	41730	44316	46757	48155	49255	49910	50508	49793	51447	54187	55991	57728	63580	66723	65332	67915	69160	69639	71291	73442	73536	77169	78484	78361	77731	79063	81007	81609	83248	83628	84878	86545	90502	94139	97023	100213	102032	101473	100446	102128	99971	101339	103786	104649	103225	97815	87402	75550	57958	23189	
5	40054	53399	61058	68999	74080	84470	87007	83930	91180	90782	92296	98382	101029	103322	104944	109813	117240	125417	132076	141608	152679	161468	173453	186320	196787	209192	217299	228176	235946	241976	252862	259608	264613	275712	291612	307675	319803	345709	365867	376478	396927	419188	447786	480196	500682	523269	552103	573506	595717	611284	627357	654843	690152	724650	728955	723123	724439	733766	747203	763647	790521	824881	867305	915294	953320	982676	1012816	1062340	1101083	1122121	1143447	1134126	1073076	1186670	1206470	
